Nombre,Año de nacimiento,Óscar,Famoso por,Profesión
Charles W Harris III,Desconocido,No tiene Oscar,,"Reparto, Producción, Especialistas"
Brandon Tabb,Desconocido,No tiene Oscar,,"Reparto, Guion"
Hassan Goines,Desconocido,Nominado,,Reparto
Danielle-Shani,Desconocido,No tiene Oscar,,Reparto
Justin Lampkins,Desconocido,No tiene Oscar,,Reparto
Dani Medina,Desconocido,No tiene Oscar,,"Especialistas, Reparto, Dirección"
Iván Rodríguez Batista,Desconocido,Nominado,,"Especialistas, Reparto, Producción"
Mike Santana,Desconocido,Nominado,,Reparto
Braulio Elio Gutiérrez Medina,Desconocido,No tiene Oscar,,"Especialistas, Reparto, Producción"
El Borracho: El vino viejo es el más peleón,Desconocido,No tiene Oscar,Sin datos,2020
George Tounas,1978,No tiene Oscar,,"Reparto, Producción, Dirección"
Amber Doig-Thorne,octubre,No tiene Oscar,,"Reparto, Producción, Guion"
Marisa Mattioli,Desconocido,Nominado,,Reparto
Oliver Troska,Desconocido,No tiene Oscar,,Reparto
Julia Domke,Desconocido,No tiene Oscar,,"Reparto, Producción"
Sarah Mieth,Desconocido,Nominado,,"Reparto, Producción, Arte"
Hanna Jung,Desconocido,Nominado,,"Dirección, Guion, Producción"
Nusraat Faria Mazhar,1993,No tiene Oscar,,Reparto
Dirk van der Pol,1984,No tiene Oscar,,"Reparto, Música, Banda sonora"
Milan van Aagten,Desconocido,No tiene Oscar,,Reparto
Sven de Beer,Desconocido,Nominado,,Reparto
Tessen Hannema,Desconocido,Nominado,,Reparto
Richard Hugens,Desconocido,Nominado,,"Reparto, Sonido"
Louise Gouw,Desconocido,No tiene Oscar,,Reparto
Hanifi Bulut,Desconocido,No tiene Oscar,,"Reparto, Producción, Casting"
Anneloes Bonvanie,Desconocido,Nominado,,Reparto
Sander Beenen,Desconocido,No tiene Oscar,,Reparto
Jelle Berlijn,Desconocido,No tiene Oscar,,"Dirección, Producción, Edición"
Michael Ajoku,Desconocido,No tiene Oscar,,Reparto
Theo Angel,Desconocido,No tiene Oscar,,"Reparto, Guion, Producción"
Josh Barker,Desconocido,No tiene Oscar,,Reparto
Matthew Baunsgard,Desconocido,No tiene Oscar,,Reparto
Jessica Rose-Marie Doe,Desconocido,No tiene Oscar,,"Dirección, Reparto, Casting"
Louis Anthony Prince Duke,Desconocido,No tiene Oscar,,Reparto
Josh Gardiner,Desconocido,Nominado,,"Dirección, Reparto, Cámara y electricidad"
Shannon R. Hammond,Desconocido,No tiene Oscar,,"Producción, Dirección, Guion"
Daniel Larkai,Desconocido,No tiene Oscar,,Reparto
Elliot Lewis,Desconocido,No tiene Oscar,,"Producción, Dirección de la segunda unidad o asistencia a dirección, Dirección de producción"
Demetries Coad,Desconocido,Nominado,,Reparto
Adam L. Flowers,Desconocido,No tiene Oscar,,"Reparto, Dirección, Producción"
Emil Ghanem,Desconocido,Nominado,,Reparto
Evan Griffiths,Desconocido,Nominado,,Reparto
James Hearron,Desconocido,No tiene Oscar,,"Dirección de fotografía y cámara, Reparto, Efectos visuales"
Hemlok Knight,Desconocido,Nominado,,Reparto
Jordan Lundy,Desconocido,Nominado,,"Cámara y electricidad, Dirección de fotografía y cámara, Dirección"
Tris Marie,Desconocido,No tiene Oscar,,"Reparto, Equipos adicionales, Maquillaje"
Tyler Meyer,Desconocido,Nominado,,"Producción, Edición, Dirección"
Raymond Roberson,Desconocido,No tiene Oscar,,"Reparto, Guion, Producción"
Werner Kolf,Desconocido,No tiene Oscar,,Reparto
Teun Kuilboer,1982,No tiene Oscar,,"Reparto, Efectos visuales"
Kay Greidanus,1991,No tiene Oscar,,"Reparto, Guion, Producción"
Egbert Jan Weeber,1981,No tiene Oscar,,"Reparto, Guion, Cámara y electricidad"
Chiem Vreeken,Desconocido,Nominado,,Reparto
Bilal Wahib,Desconocido,Nominado,,"Reparto, Composición"
Patrick Bokaba,Desconocido,Nominado,,Reparto
Busisiwe Mtshali,Desconocido,No tiene Oscar,,Reparto
Goua Robert Grovogui,Desconocido,No tiene Oscar,,Reparto
Ama Qamata,Desconocido,No tiene Oscar,,"Reparto, Producción"
Park Sung-woong,1973,No tiene Oscar,,Reparto
Mag Mel Evil,Desconocido,No tiene Oscar,Sin datos,2020
Krista Marie Yu,octubre,No tiene Oscar,,"Reparto, Banda sonora"
Cindera Che,1963,No tiene Oscar,,"Reparto, Equipos adicionales, Producción"
Alexandre Chen,julio,No tiene Oscar,,"Reparto, Localización, Producción"
Becky Wu,Desconocido,No tiene Oscar,,"Reparto, Producción, Casting"
Hayden Lam,Desconocido,No tiene Oscar,,"Especialistas, Reparto"
Clarrel Pope,Desconocido,No tiene Oscar,,"Especialistas, Reparto, Stunt Coordinator"
Cheryl Chu,Desconocido,Nominado,,Reparto
Caspar Brun,Desconocido,Nominado,,"Reparto, Guion, Producción"
Merced Bacon,Desconocido,Nominado,,"Producción, Equipos adicionales, Reparto"
Mark Hyde,Desconocido,Nominado,,Cámara y electricidad
Matthew Sharpe,Desconocido,No tiene Oscar,,"Reparto, Producción, Equipos adicionales"
Cathryn Benson,Desconocido,No tiene Oscar,,Reparto
Conor Marsh,Desconocido,Nominado,,Reparto
Rick Jermain,Desconocido,No tiene Oscar,,"Reparto, Producción, Sonido"
Justin Sisk,Desconocido,Nominado,,"Reparto, Dirección de fotografía y cámara, Sonido"
Florence Babatunde,Desconocido,Nominado,,"Reparto, Producción, Equipos adicionales"
Mark Posey,Desconocido,No tiene Oscar,,"Reparto, Especialistas"
Morgan Flanagan,Desconocido,No tiene Oscar,,"Reparto, Guion, Producción"
Kurt McMillan,Desconocido,Nominado,,Reparto
Sara N. Salazar,Desconocido,No tiene Oscar,,"Reparto, Especialistas, Efectos especiales"
Jed Rowen,Desconocido,No tiene Oscar,,"Reparto, Cámara y electricidad, Especialistas"
Mark Steven Grove,1966,No tiene Oscar,,"Dirección, Especialistas, Efectos especiales"
Mike Olafson,Desconocido,No tiene Oscar,,"Producción, Guion, Dirección"
Deanna Amacker,Desconocido,No tiene Oscar,,Reparto
Nico Feula,Desconocido,No tiene Oscar,,"Reparto, Especialistas"
Patrick Joel de Leon,Desconocido,No tiene Oscar,,"Reparto, Composición"
Matthew Feula,Desconocido,Nominado,,Reparto
Matthew Adam White,Desconocido,Nominado,,"Reparto, Composición, Especialistas"
Tori Dellwardt,Desconocido,Nominado,,"Especialistas, Reparto"
Camille Bahezre de Lanlay,Desconocido,Nominado,,Reparto
Korantin Bahezre de Lanlay,Desconocido,Nominado,,Reparto
Christèle Gissinger,Desconocido,Nominado,,Reparto
Sebastien Gunther,Desconocido,Nominado,,Reparto
Léandro Léo Pereira,Desconocido,Nominado,,Reparto
Sebastien Rohe,Desconocido,Nominado,,"Reparto, Música"
Ulrich Schulik,Desconocido,Nominado,,Reparto
Wasabi Mizuta,1974,No tiene Oscar,,Reparto
Megumi Ôhara,Desconocido,No tiene Oscar,,Reparto
Aya Endô,1980,Nominado,,"Reparto, Música, Banda sonora"
Shihoko Hagino,Desconocido,No tiene Oscar,,Reparto
Yumi Kakazu,1973,No tiene Oscar,,"Reparto, Música"
Ryunosuke Kamiki,1993,No tiene Oscar,,Reparto
Yuka Keicho,Desconocido,Nominado,,Reparto
Subaru Kimura,1990,No tiene Oscar,,"Reparto, Banda sonora"
Takuya Kimura,1972,No tiene Oscar,,"Reparto, Banda sonora"
Rie Kugimiya,1979,Nominado,,"Reparto, Música, Banda sonora"
Sepide Berenji,Desconocido,Nominado,,"Dirección, Reparto, Guion"
Delaram Fathi,Desconocido,Nominado,,"Edición, Reparto, Edición"
Raya Ghasemzadeh,Desconocido,No tiene Oscar,,Reparto
Peiman Naimi,Desconocido,No tiene Oscar,,"Reparto, Dirección, Guion"
Niloofar Sadri,Desconocido,Nominado,,Reparto
Lauris Dzelzitis,Desconocido,Nominado,,Reparto
Gatis Gaga,Desconocido,Nominado,,Reparto
Elza Leimane,Desconocido,Nominado,,Reparto
Madlena Valdberga,Desconocido,Nominado,,"Reparto, Producción"
Dylan James,Desconocido,Nominado,,Reparto
Hayley Walters-Tekahika,Desconocido,Nominado,,Reparto
Rafael Augusto,Desconocido,Nominado,,"Guion, Producción"
Zak Enayat,Desconocido,Nominado,,Reparto
Geoff Hart,Desconocido,No tiene Oscar,,"Guion, Producción, Localización"
ArchDemons: When the Devil Comes to Town,Desconocido,No tiene Oscar,Sin datos,Sin datos
YaYa Gosselin,2009,No tiene Oscar,,Reparto
Pedro Pascal,1975,No tiene Oscar,,"Reparto, Producción, Banda sonora"
Priyanka Chopra Jonas,1982,No tiene Oscar,,"Reparto, Producción, Música"
Lyon Daniels,2007,No tiene Oscar,,Reparto
Andy Walken,Desconocido,No tiene Oscar,,"Reparto, Banda sonora"
Hala Finley,2009,No tiene Oscar,,Reparto
Lotus Blossom,Desconocido,No tiene Oscar,,Reparto
Dylan Henry Lau,Desconocido,No tiene Oscar,,Reparto
Andrew Diaz,Desconocido,No tiene Oscar,,Reparto
Isaiah Russell-Bailey,2006,No tiene Oscar,,Reparto
James Nola,1915,No tiene Oscar,,"Reparto, Banda sonora"
Ethan Alderson-Hughes,Desconocido,Nominado,,"Dirección, Reparto, Dirección de la segunda unidad o asistencia a dirección"
Bess Brookes,Desconocido,Nominado,,Reparto
Darren Franke,Desconocido,Nominado,,Reparto
Sascha Te Light,Desconocido,No tiene Oscar,,Reparto
Lance Loughlin,Desconocido,Nominado,,"Arte, Equipos adicionales, Dirección de producción"
Fabian MacGregor,Desconocido,Nominado,,"Reparto, Guion"
Lynne Nola,Desconocido,Nominado,,"Reparto, Localización"
Luke Righton,Desconocido,Nominado,,Reparto
Irina Boicu,Desconocido,Nominado,,Reparto
Lee Bridgman,Desconocido,No tiene Oscar,,"Reparto, Equipos adicionales"
Yen Guo,Desconocido,No tiene Oscar,,Reparto
Marli Hart,Desconocido,No tiene Oscar,,"Reparto, Guion"
Rosie Johnson,Desconocido,No tiene Oscar,,Reparto
Ahmet Mete Celik,Desconocido,Nominado,,"Reparto, Guion"
Furkan Govyaprak,Desconocido,Nominado,,"Reparto, Guion"
Taner Kaplan,Desconocido,Nominado,,"Reparto, Guion, Edición"
Muhammet Ali Karabas,Desconocido,Nominado,,"Reparto, Cámara y electricidad"
Dogukan Ors,Desconocido,Nominado,,Reparto
Firat Ozbas,Desconocido,Nominado,,"Reparto, Guion"
Nusret Ozbas,Desconocido,Nominado,,"Reparto, Cámara y electricidad"
The Elder Guardians,Desconocido,No tiene Oscar,Sin datos,2020
Adam Edwards,1979,No tiene Oscar,,"Especialistas, Reparto, Equipos adicionales"
Mathew Farrugia,Desconocido,No tiene Oscar,,"Edición, Reparto, Edición"
Rafael Haddad,Desconocido,No tiene Oscar,,"Efectos visuales, Reparto"
Adam Hatzimanolis,Desconocido,No tiene Oscar,,Reparto
Matias Klaver,Desconocido,No tiene Oscar,,"Reparto, Guion, Producción"
Danny Nguyen,Desconocido,Nominado,,Equipos adicionales
Rebecca Powderly,Desconocido,Nominado,,Reparto
Lachlan Quarmby,Desconocido,No tiene Oscar,,"Reparto, Guion, Edición"
Jasynda Radanovic,Desconocido,No tiene Oscar,,Reparto
Joey Sheehan,Desconocido,Nominado,,Reparto
Mat Cruz,Desconocido,No tiene Oscar,,Reparto
Júlia Lluís,Desconocido,Nominado,,Reparto
Cristina López,1985,No tiene Oscar,,"Reparto, Guion, Producción"
Sandra Martín Díaz,Desconocido,No tiene Oscar,,"Maquillaje, Reparto"
Zoe Stein,2000,No tiene Oscar,,Reparto
Claudia Trujillo,Desconocido,No tiene Oscar,,Reparto
José Vallhonrat,Desconocido,Nominado,,Reparto
Abramova Tatiana,Desconocido,Nominado,,"Dirección, Reparto, Guion"
Elena Tryapitsyna,Desconocido,Nominado,,"Dirección, Reparto, Guion"
Andrey Sergeevich,1937,No tiene Oscar,,"Guion, Dirección, Producción"
Nikolai Zverev,Desconocido,No tiene Oscar,,Reparto
Kira Alekseevna,Desconocido,Nominado,,Reparto
Anna Draznina,Desconocido,Nominado,,Reparto
Kononenko Egor,Desconocido,Nominado,,Reparto
Nikita Gunko,Desconocido,Nominado,,"Cámara y electricidad, Reparto"
Maria Lisovitskaya,Desconocido,Nominado,,Reparto
Ksenia Maksimova,Desconocido,Nominado,,Reparto
Suliane Brahim,1978,No tiene Oscar,,Reparto
Marie Narbonne,Desconocido,No tiene Oscar,,Reparto
Raphael Romand,Desconocido,Nominado,,Reparto
Stéphan Castang,Desconocido,Nominado,,"Reparto, Dirección, Edición"
Victor Bonnel,Desconocido,No tiene Oscar,,Reparto
Christian Bouillette,Desconocido,No tiene Oscar,,Reparto
Renan Prévot,Desconocido,Nominado,,Reparto
Vincent Deniard,Desconocido,Nominado,,Reparto
Clément Bertani,Desconocido,Nominado,,Reparto
Michael Antonio,2003,Nominado,,"Reparto, Dirección, Guion"
Jonathen Wallace,Desconocido,Nominado,,Especialistas
Christian Barron,Desconocido,Nominado,,Reparto
Night of The Living Dead Girl,Desconocido,No tiene Oscar,Sin datos,2020
Natalia Germani,1993,No tiene Oscar,,Reparto
Marek Lambora,1995,No tiene Oscar,,"Reparto, Edición, Banda sonora"
Eliska Krenková,1990,No tiene Oscar,,"Reparto, Banda sonora"
Jan Révai,1974,No tiene Oscar,,"Reparto, Dirección, Guion"
Simona Zmrzlá,1989,No tiene Oscar,,Reparto
Veronika Freimanová,1955,No tiene Oscar,,"Reparto, Publicista"
Roman Zach,1973,No tiene Oscar,,"Reparto, Composición"
Martin Písarík,1979,No tiene Oscar,,"Reparto, Guion, Banda sonora"
Jakub Ouvin,Desconocido,No tiene Oscar,,Reparto
Martin Dejdar,1965,No tiene Oscar,,"Reparto, Producción, Banda sonora"
Nadah El Shazly,Desconocido,Nominado,,"Reparto, Composición"
Fadwa Abed,Desconocido,Nominado,,Reparto
Salah Fahmi,Desconocido,Nominado,,Reparto
Ahmed Malek,1995,No tiene Oscar,,Reparto
Brian Ames,Desconocido,No tiene Oscar,,"Reparto, Guion, Producción"
Diora Baird,1983,No tiene Oscar,,"Reparto, Equipos adicionales"
Chip Bolcik,1958,No tiene Oscar,,"Reparto, Equipos adicionales, Guion"
Darin Brooks,mayo,No tiene Oscar,,"Reparto, Producción, Guion"
Walker Bryant,2006,No tiene Oscar,,Reparto
Steven Chan,Desconocido,No tiene Oscar,,"Reparto, Producción, Guion"
Devin Crittenden,Desconocido,No tiene Oscar,,"Reparto, Guion"
Gustavo Escobar,Desconocido,No tiene Oscar,,Reparto
Will Holman,1975,No tiene Oscar,,"Reparto, Guion, Producción"
Phillip P. Keene,1966,No tiene Oscar,,Reparto
William Chan,1985,No tiene Oscar,,"Reparto, Música, Banda sonora"
Cheney Chen,1990,No tiene Oscar,,"Reparto, Banda sonora"
Amber Kuo,1986,No tiene Oscar,,"Reparto, Cámara y electricidad, Composición"
Yun Lin,1996,No tiene Oscar,,"Reparto, Música, Banda sonora"
Duo Wang,1991,No tiene Oscar,,Reparto
Karry Wang,1999,No tiene Oscar,,"Reparto, Banda sonora"
Roy Wang,2000,No tiene Oscar,,"Reparto, Banda sonora"
Kris Wu,1990,No tiene Oscar,,"Reparto, Guion, Producción"
Jackson Yee,2000,No tiene Oscar,,"Reparto, Banda sonora"
L.O.R.D: Legend of Ravaging Dynasties 2,Desconocido,No tiene Oscar,Sin datos,2020
Angel Mackenzie Patton,Desconocido,No tiene Oscar,,"Reparto, Equipos adicionales"
Miranda Millar,Desconocido,No tiene Oscar,,"Reparto, Producción, Dirección de casting"
Jack Stonehouse,Desconocido,Nominado,,"Reparto, Cámara y electricidad, Equipos adicionales"
Quentin Jones,Desconocido,No tiene Oscar,,"Reparto, Dirección, Equipos adicionales"
Megan Paul,Desconocido,No tiene Oscar,,Reparto
Liam Wetherall,Desconocido,No tiene Oscar,,Reparto
Oscar Weir,Desconocido,No tiene Oscar,,Reparto
John Chavasse,Desconocido,Nominado,,Reparto
Lois Elsdon,Desconocido,Nominado,,Reparto
Grace Fisher,Desconocido,No tiene Oscar,,"Composición, Dirección, Guion"
Rik Garrad,Desconocido,Nominado,,Reparto
Charlie Southby,Desconocido,Nominado,,Reparto
Frazer Lee,Desconocido,Nominado,,Reparto
Tabea Georgiamo,Desconocido,Nominado,,Reparto
Michael von der Brelie,Desconocido,Nominado,,Reparto
Davis Schulz,1996,No tiene Oscar,,Reparto
Sophie Swan,Desconocido,No tiene Oscar,,Reparto
Urs Remond,1964,No tiene Oscar,,"Reparto, Guion, Especialistas"
Olivia Dean,Desconocido,No tiene Oscar,,Reparto
David Brückner,Desconocido,No tiene Oscar,,"Dirección, Producción, Guion"
Hartmut Engel,Desconocido,Nominado,,"Animación, Efectos visuales, Reparto"
Karsten Rybandt,Desconocido,Nominado,,Reparto
Tábata Cerezo,1993,No tiene Oscar,,Reparto
Sarah Martin,Desconocido,No tiene Oscar,,"Reparto, Producción, Guion"
Julio Perillán,1973,No tiene Oscar,,"Reparto, Cámara y electricidad, Producción"
Telmo Yago,Desconocido,No tiene Oscar,,Reparto
Meggie Maddock,Desconocido,No tiene Oscar,,"Reparto, Especialistas, Producción"
Erin Miracle,Desconocido,No tiene Oscar,,"Reparto, Producción, Equipos adicionales"
Kolbe Jackson,Desconocido,No tiene Oscar,,"Reparto, Dirección, Guion"
Marc Brown,Desconocido,Nominado,,"Guion, Producción, Animación"
Ashley Jangro,Desconocido,Nominado,,Reparto
Daniel Moen,Desconocido,No tiene Oscar,,"Reparto, Especialistas"
Maglinda Perez,Desconocido,Nominado,,"Reparto, Diseño de producción, Decoración"
Megan Hoche,Desconocido,Nominado,,"Reparto, Guion"
Eva Visco,Desconocido,No tiene Oscar,,"Reparto, Producción"
Isaac Platizky,Desconocido,No tiene Oscar,,"Reparto, Producción, Guion"
Jenna Kildosher,Desconocido,No tiene Oscar,,"Reparto, Producción, Guion"
Mike Mumola,Desconocido,Nominado,,Reparto
Sam Platizky,Desconocido,No tiene Oscar,,"Reparto, Producción, Guion"
Ceus Rob,Desconocido,No tiene Oscar,,"Reparto, Guion, Dirección"
Martin Trafford,Desconocido,Nominado,,"Arte, Reparto, Animación"
Cidney Meredith,Desconocido,Nominado,,Sin datos
Toby Johansen,Desconocido,No tiene Oscar,,"Reparto, Efectos especiales, Producción"
Joel Barnette,Desconocido,Nominado,,"Reparto, Música"
Derek Hobbs,Desconocido,Nominado,,"Producción, Dirección de fotografía y cámara, Dirección"
Samuel Barnette,Desconocido,Nominado,,Reparto
Dale Crawford,Desconocido,No tiene Oscar,,"Reparto, Dirección, Guion"
Sheena Reyes,Desconocido,No tiene Oscar,,"Reparto, Dirección, Guion"
Stephanie Lodge,Desconocido,No tiene Oscar,,Reparto
Jake Watkins,Desconocido,No tiene Oscar,,Reparto
Ryan Davies,Desconocido,No tiene Oscar,,Reparto
Georgina Jane,Desconocido,No tiene Oscar,,"Reparto, Dirección, Producción"
Nicola Wright,Desconocido,No tiene Oscar,,"Reparto, Producción"
Will Stanton,Desconocido,No tiene Oscar,,"Reparto, Producción"
AJ Blackwell,Desconocido,No tiene Oscar,,"Reparto, Especialistas, Guion"
Hannah Ponting,Desconocido,No tiene Oscar,,Reparto
Helen Minassian,Desconocido,No tiene Oscar,,Reparto
Rachael Klein,Desconocido,Nominado,,Equipos adicionales
Bethany Schoeff,Desconocido,Nominado,,"Reparto, Casting, Producción"
Casey May,Desconocido,Nominado,,"Reparto, Guion, Especialistas"
Cravings,Desconocido,No tiene Oscar,Sin datos,Sin datos
Marie Coutance,Desconocido,Nominado,,Reparto
Candice Gatticchi,Desconocido,No tiene Oscar,,Reparto
Adam Migevant,Desconocido,Nominado,,Reparto
Robin K. Johnson,Desconocido,No tiene Oscar,,"Reparto, Guion, Dirección"
Andrew 'Fig' Figueroa,Desconocido,Nominado,,Reparto
Ashton Glover,Desconocido,Nominado,,"Reparto, Casting, Producción"
Brian Nolte,Desconocido,Nominado,,Dirección de producción
Anthony Balsano,Desconocido,No tiene Oscar,,"Reparto, Sonido, Guion"
McKenna Crabb,Desconocido,Nominado,,Reparto
Jess Herman,Desconocido,Nominado,,"Arte, Vestuario, Diseño de vestuario"
Michael Neely,1965,No tiene Oscar,,"Producción, Reparto"
Rebekah Paugam,Desconocido,Nominado,,Reparto
Thomas Puckett,Desconocido,Nominado,,Sin datos
Tessa Rao,1998,No tiene Oscar,,"Reparto, Maquillaje, Guion"
Eva Habermann,1976,No tiene Oscar,,"Reparto, Producción, Guion"
George Hardy,1954,No tiene Oscar,,"Reparto, Producción, Banda sonora"
Greg Sestero,1978,No tiene Oscar,,"Reparto, Guion, Producción"
Jason Douglas,febrero,No tiene Oscar,,Reparto
Gene Jones,Desconocido,No tiene Oscar,,Reparto
Darren Ewing,Desconocido,No tiene Oscar,,"Reparto, Cámara y electricidad"
Torren Davis,Desconocido,No tiene Oscar,,Reparto
Terri Merritt Bennett,Desconocido,Nominado,,Reparto
Keturah Brown,Desconocido,No tiene Oscar,,"Reparto, Producción"
Francesca Santoro,Desconocido,Nominado,,Reparto
Adam Rodness,1983,No tiene Oscar,,"Reparto, Producción, Guion"
Stuart Stone,1980,No tiene Oscar,,"Reparto, Guion, Producción"
Josh Cruddas,junio,No tiene Oscar,,"Reparto, Composición, Música"
Phillip Jarrett,1959,No tiene Oscar,,"Reparto, Banda sonora"
Bill MacDonald,Desconocido,Nominado,,Reparto
Tony Nappo,Desconocido,No tiene Oscar,,"Reparto, Guion, Producción"
Dru Perez,Desconocido,No tiene Oscar,,"Reparto, Producción, Guion"
